
0.261904762,0.000000000,0.277242560,-1.000000000,0.000000000,1.782273603,2.707752577,0.000000000,0.000000000,1.000000000,0.000000000,NaN,0.016597100
0.000000000,0.075641026,0.000000000,1.584243203,-1.000000000,0.000000000,0.628746521,11.807422487,0.000000000,0.000000000,1.000000000,0.000000000,NaN
4.066666700,0.000000000,0.053571429,0.000000000,0.316848641,-1.000000000,0.000000000,1.123822522,8.936486542,0.000000000,0.000000000,1.000000000,0.000000000
NaN,40.666667000,0.000000000,0.134502924,0.000000000,0.752515521,-1.000000000,0.000000000,1.058941509,5.671990711,0.000000000,0.000000000,1.000000000
0.000000000,NaN,847.140000000,0.000000000,0.000000000,0.000000000,0.039606080,-1.000000000,0.000000000,1.505031043,0.664438122,0.000000000,0.000000000
1.000000000,0.000000000,NaN,6.666666700,0.000000000,0.166666667,0.000000000,0.514879041,-1.000000000,0.000000000,1.401445910,2.914104548,0.000000000
0.000000000,1.000000000,0.000000000,NaN,912.324890000,0.000000000,0.287878788,0.000000000,0.871333762,-1.000000000,0.000000000,1.130573558,5.696497718
0.000000000,0.000000000,1.000000000,0.000000000,NaN,3384.782900000,0.000000000,0.000000000,0.000000000,0.237636480,-1.000000000,0.000000000,1.267394562
1.181363151,0.000000000,0.000000000,1.000000000,0.000000000,NaN,0.000000000,0.000000000,0.000000000,0.000000000,0.118818240,-1.000000000,0.000000000
0.950545922,1.215060455,0.000000000,0.000000000,1.000000000,0.000000000,NaN,0.000000000,0.000000000,0.250000000,0.079212160,0.237636480,1.168379362
0.980046230,2.270748591,0.481346327,1.000000000,2.000000000,2.000000000,0.000000000,0.000024300,0.316910400,0.000000000,0.274193548,0.079212160,1.188182402
1.227788482,0.889441032,2.301113252,0.585781364,1.000000000,2.000000000,2.000000000,0.000000000,0.006518820,0.216351800,0.000000000,0.310752688,0.079212160
1.148576322,1.227788482,0.889441032,2.252083656,0.565354967,1.000000000,2.000000000,2.000000000,0.000000000,0.005709750,0.089846600,0.000000000,0.298029557
0.039606080,1.108970242,1.584243203,0.631216216,2.292909135,0.546095203,1.000000000,1.000000000,2.000000000,0.000000000,0.004052425,0.651055200,0.000000000
0.276455026,0.039606080,1.069364162,1.584243203,0.631216216,2.330891157,0.537097978,1.000000000,1.000000000,2.000000000,0.000000000,0.003578800,0.072404500
0.000000000,0.265517241,0.039606080,1.148576322,1.584243203,0.631216216,2.411873703,0.519783290,1.000000000,1.000000000,2.000000000,0.000000000,0.006580630
17.569323700,0.000000000,0.254838710,0.079212160,1.148576322,1.227788482,0.889441032,2.365438989,0.526831353,1.000000000,2.000000000,2.000000000,0.000000000
